time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z
121;-1.4500000000;-1.7000000000;-9.4800000000;1.5000000000;1.6875000000;-1.3125000000;12.6875000000;-6.2500000000;43.5000000000;0.0908200000;0.1810910000;-0.9756470000;-0.0842290000
122;-1.4300000000;-1.5600000000;-9.1400000000;0.3750000000;1.5625000000;0.5000000000;12.2500000000;-5.5625000000;45.0000000000;0.0902100000;0.1810910000;-0.9756470000;-0.0847780000
123;-1.6500000000;-1.9400000000;-9.1600000000;0.6250000000;0.9375000000;1.0000000000;12.2500000000;-5.5625000000;45.0000000000;0.0899660000;0.1807250000;-0.9757690000;-0.0847170000
124;-1.4100000000;-1.7100000000;-9.1300000000;-0.1250000000;-1.0625000000;0.3750000000;12.2500000000;-5.5625000000;45.0625000000;0.0902100000;0.1806640000;-0.9757080000;-0.0851440000
125;-1.5100000000;-2.1200000000;-9.3200000000;-2.4375000000;-1.0625000000;1.4375000000;12.6875000000;-6.0000000000;44.6875000000;0.0903930000;0.1805420000;-0.9757690000;-0.0841670000
126;-1.6600000000;-2.0300000000;-9.4900000000;1.6875000000;-0.4375000000;-1.6875000000;12.2500000000;-6.6875000000;44.6875000000;0.0908810000;0.1807250000;-0.9756470000;-0.0844730000
127;-1.4100000000;-1.7600000000;-9.3600000000;-1.7500000000;-0.1250000000;-1.5000000000;13.6875000000;-6.0000000000;45.0625000000;0.0910030000;0.1830440000;-0.9752810000;-0.0839230000
128;-1.5500000000;-1.8600000000;-9.1800000000;1.9375000000;1.0000000000;-0.3125000000;13.6875000000;-6.0000000000;45.0625000000;0.0908810000;0.1831050000;-0.9752810000;-0.0841060000
129;-1.4200000000;-1.6000000000;-9.1800000000;-0.1250000000;0.2500000000;-0.5625000000;12.6875000000;-5.8750000000;45.0000000000;0.0910030000;0.1832890000;-0.9751590000;-0.0844730000
130;-1.5700000000;-1.8500000000;-9.1300000000;0.3750000000;-0.2500000000;1.3750000000;12.6875000000;-6.0000000000;45.5000000000;0.0910640000;0.1830440000;-0.9752810000;-0.0837400000
131;-1.4800000000;-1.9100000000;-9.1000000000;-2.0000000000;-3.0000000000;0.0000000000;13.0625000000;-6.2500000000;45.0000000000;0.0919190000;0.1832280000;-0.9752200000;-0.0834350000
132;-1.5900000000;-1.6400000000;-8.6000000000;-3.6250000000;-2.5000000000;0.2500000000;12.2500000000;-5.5625000000;44.6875000000;0.0927730000;0.1833500000;-0.9751590000;-0.0825200000
133;-1.6600000000;-1.2900000000;-7.5300000000;-8.6875000000;-10.1250000000;1.8750000000;12.2500000000;-5.5625000000;44.6875000000;0.0944820000;0.1835330000;-0.9752200000;-0.0798950000
134;-1.9700000000;-1.2600000000;-7.1400000000;-14.6250000000;-23.2500000000;3.0000000000;12.6875000000;-6.6875000000;44.6875000000;0.0999760000;0.1833500000;-0.9750980000;-0.0745240000
135;-2.6000000000;-0.1100000000;-4.0000000000;-20.4375000000;-38.1875000000;4.5000000000;13.6875000000;-7.0000000000;43.8750000000;0.1091920000;0.1835330000;-0.9746700000;-0.0661010000
136;-3.0600000000;0.9900000000;-1.0900000000;-29.6875000000;-79.1250000000;19.7500000000;14.0625000000;-6.6875000000;43.8750000000;0.1286010000;0.1815800000;-0.9733890000;-0.0543820000
