split,source_kind,original_subject,subject,exercise,exercise_label,quality_label,quality_name,source_file,template_file,samples,duration_seconds,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_rms,acc_x_median,acc_x_iqr,acc_x_mean_abs,acc_x_zero_crossings,acc_x_diff_mean_abs,acc_x_diff_std,acc_x_diff_rms,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_rms,acc_y_median,acc_y_iqr,acc_y_mean_abs,acc_y_zero_crossings,acc_y_diff_mean_abs,acc_y_diff_std,acc_y_diff_rms,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_rms,acc_z_median,acc_z_iqr,acc_z_mean_abs,acc_z_zero_crossings,acc_z_diff_mean_abs,acc_z_diff_std,acc_z_diff_rms,gyr_x_mean,gyr_x_std,gyr_x_min,gyr_x_max,gyr_x_range,gyr_x_rms,gyr_x_median,gyr_x_iqr,gyr_x_mean_abs,gyr_x_zero_crossings,gyr_x_diff_mean_abs,gyr_x_diff_std,gyr_x_diff_rms,gyr_y_mean,gyr_y_std,gyr_y_min,gyr_y_max,gyr_y_range,gyr_y_rms,gyr_y_median,gyr_y_iqr,gyr_y_mean_abs,gyr_y_zero_crossings,gyr_y_diff_mean_abs,gyr_y_diff_std,gyr_y_diff_rms,gyr_z_mean,gyr_z_std,gyr_z_min,gyr_z_max,gyr_z_range,gyr_z_rms,gyr_z_median,gyr_z_iqr,gyr_z_mean_abs,gyr_z_zero_crossings,gyr_z_diff_mean_abs,gyr_z_diff_std,gyr_z_diff_rms,duration_seconds,acc_energy,gyr_energy,acc_magnitude_mean,acc_magnitude_std,acc_magnitude_min,acc_magnitude_max,acc_magnitude_range,acc_magnitude_rms,acc_magnitude_median,acc_magnitude_iqr,gyr_magnitude_mean,gyr_magnitude_std,gyr_magnitude_min,gyr_magnitude_max,gyr_magnitude_range,gyr_magnitude_rms,gyr_magnitude_median,gyr_magnitude_iqr,acc_jerk_mean_abs,acc_jerk_std,acc_jerk_rms,gyr_jerk_mean_abs,gyr_jerk_std,gyr_jerk_rms,acc_corr_xy,acc_corr_xz,acc_corr_yz,gyr_corr_xy,gyr_corr_xz,gyr_corr_yz,acc_gyr_corr_x,acc_gyr_corr_y,acc_gyr_corr_z
training,augmented,s3,s3_p1,e6,6,3,amplitudine_mica,template_session.txt,template_times.txt,115,4.6,-1.8526424933826087,4.5717647328271465,-10.289654946,1.7758326565,12.065487602500001,4.932881204793908,1.4100396857,8.7846717528,3.6295617112260867,2.0,0.2734221442464912,0.4949745295036986,0.49497458317263915,-4.390412312068696,0.6567023125318076,-5.8779232719,-2.2625352159,3.6153880560000005,4.4392542388614125,-4.6201997563,0.48294401339999915,4.390412312068696,0.0,0.25367213923508775,0.38638914041530925,0.3863892646971667,7.0039945563599995,2.0078512013549727,1.5333464821,8.7611221927,7.2277757106000005,7.286110498222157,8.1786688107,2.235101384650001,7.0039945563599995,0.0,0.35182454489824566,0.5256422334799485,0.52564671690694,0.011435327966956524,0.20743256867679472,-0.8240358465,0.6658035421,1.4898393886,0.20774753253303643,0.0102584912,0.1194838212,0.1268576273930435,32.0,0.10292850439385963,0.15928619860604187,0.1592861986143115,0.022347717071304347,1.0865189632118597,-3.0878373459,2.5460399859,5.6338773318,1.0867487648381633,0.0151111396,0.11224660585,0.5925547919704348,16.0,0.11275952195526315,0.19323051092208035,0.19323219838357136,-0.005161174845217384,0.3918213699948208,-1.0993827302,1.1827927232,2.2821754534,0.39185536070137045,-0.0170324156,0.055887690850000005,0.21585157598956525,13.0,0.05831042996052632,0.09480861171734548,0.09481449100616839,4.6,97.12770137016113,1.37773253886124,9.790665557542976,1.1271953293475283,6.319543362996503,12.914416099949591,6.5948727369530875,9.855338724273313,9.767992133531123,0.3165743544497719,0.671839896960705,0.9624778915450832,0.00586830230592945,3.2473948354140196,3.24152653310809,1.1737685201355674,0.12149710119902322,0.9459414818844281,14.609484872515607,14.341846456932636,20.472557437567335,4.570059495787227,4.891565009907906,6.694240213884646,-0.4914646439855228,0.8268526136254547,-0.7894247620056386,-0.49123376999560464,-0.4975512022873653,0.9578369085523335,-0.07959960539439276,-0.01629594074693939,-0.04085792878501742
training,augmented,s3,s3_p1,e7,7,1,normal,template_session.txt,template_times.txt,151,6.04,-1.2767267154880795,5.093913360769211,-10.8485103014,2.9713790404,13.8198893418,5.251474500848695,2.3149387508,10.160048371850001,4.23178913036755,2.0,0.24258179581600003,0.41312450328982275,0.41312865307944996,-3.052293010690729,0.7119063011685929,-6.207674535,-1.2741790123,4.9334955226999995,3.134214926381887,-3.3142184414,0.9071333229,3.052293010690729,0.0,0.25741660394933336,0.47413078932421876,0.4741573430158744,-7.666945599099337,2.064044275770865,-9.9850392075,-1.7035996124,8.2814395951,7.939920250978038,-8.7325358516,2.07526455115,7.666945599099337,0.0,0.4781131795593334,0.8018761722803152,0.8019254515091772,-0.01725795033377484,0.4378223825935735,-1.7409604517,1.3832607581,3.1242212098,0.4381623849095635,0.0139999141,0.20679665705,0.2590691413298013,37.0,0.17870843771733333,0.2991501044029176,0.29915815624517167,0.004569167155629121,0.9983693585410246,-2.6911694515,2.5826780758,5.2738475273,0.9983798141800109,0.0102400664,0.058038110549999994,0.5404216579211921,26.0,0.092987552922,0.16132813471676635,0.1613282170578228,0.06702282761059604,0.2136073946688235,-0.2725265048,0.8845730311,1.1570995359,0.2238753637141037,0.0075536438,0.0941809113,0.11719132828609272,32.0,0.05624006582733333,0.09612787888206917,0.0961284301178833,6.04,100.44362122971025,1.2388687073898719,9.905997303017147,1.521459385697579,5.155375514004458,14.74680876536385,9.591433251359392,10.022156515925614,9.850685966365038,0.41305466769173904,0.6637001581565631,0.8935159805245929,0.01625748660821455,2.898140504538739,2.8818830179305244,1.1130447912774544,0.13678409471348174,1.087829225694719,16.721689430082165,19.222400082252953,25.477746413651264,5.878185282541802,6.589678083875267,8.830454091664656,-0.5805743240481226,-0.6044801828906864,0.50543222784092,0.2908356390011717,-0.09844764416634769,-0.45866407676953186,0.33614055518528296,0.451094266217773,0.2038600821731124
training,augmented,s3,s3_p1,e7,7,2,rapid,template_session.txt,template_times.txt,68,2.72,-6.0424748955117655,4.131891881781848,-10.4198030216,1.086515236,11.5063182576,7.320111569206077,-8.4802203944,7.840030966574999,6.235835939438236,2.0,0.4660043694089551,0.5683012132366453,0.5683020377245321,-1.2230761769970588,0.5692423774750945,-2.4215779084,0.4126038519,2.8341817603000004,1.3490560474091648,-1.2928262835,0.7296073253,1.2450152586088234,4.0,0.344898421658209,0.5149630532813473,0.5149681165590971,-6.323582547244118,2.2841016994228154,-9.7678357623,-1.285466923,8.482368839300001,6.723452744320927,-7.04138188345,2.887791870849999,6.323582547244118,0.0,0.5349142301850747,0.6745682446392421,0.674618215049988,0.009531684794117638,0.3275423807119538,-0.9972293741,0.7062001257,1.7034294998,0.32768104030820716,-0.021195221950000002,0.282959980075,0.23669497406470583,14.0,0.16467775525223882,0.2349182374180172,0.2349189816634474,0.035385955519117655,1.413534036334198,-2.477753758,2.3031973531,4.7809511111,1.4139768872662843,0.04157295045,2.3349803093,1.128131596210294,2.0,0.1714700120955224,0.23148076437459197,0.23148548525014023,-0.014601305823529413,0.3593456412704203,-1.7209293607,0.6005810308,2.3215103915,0.3596421666487424,-0.03643017705,0.306976979825,0.24831993593235294,5.0,0.13336464918059698,0.3138746977691146,0.3138764389085243,2.72,100.60880240979249,2.236047989932521,9.874037373667658,1.7641395503776935,6.446349191308669,13.122848878704941,6.676499687396272,10.030393930937732,9.915248364581952,2.76969630690569,1.2076159300383023,0.881879671752472,0.05571388611410755,2.7902458174083087,2.7345319312942014,1.49534209796037,1.2408200417056028,1.8481675925839645,22.49023418178721,12.092665378983448,25.535136371668248,8.259693437403463,7.831619390384857,11.382301962069796,-0.23799193160199297,-0.5107928119240828,-0.43275885973204525,0.5117756046547169,0.4019349319219249,0.8324870727293637,0.1711797673575348,0.1770310539175789,0.012321060655606397
training,augmented,s3,s3_p1,e7,7,3,amplitudine_mica,template_session.txt,template_times.txt,133,5.32,-7.167445530661655,1.6663929088223117,-10.6538189142,-5.2886834207,5.3651354935,7.358609974823711,-6.3452707789,3.358027408300001,7.167445530661655,0.0,0.38117932334621213,0.5073958214588811,0.5074425220834059,-1.3797685036473686,0.5900435256440074,-2.546230465,0.5914619398,3.1376924047999997,1.5006373598613718,-1.5330359027,0.8255505495,1.4011820488097746,4.0,0.2910503348507576,0.3865136768549942,0.38651396631562956,-6.05599499022406,2.001708177448322,-8.1299309348,-1.2074284759,6.9225024589,6.378237291703908,-7.1730026844,2.5453769518,6.05599499022406,0.0,0.37059463341212123,0.49419463319857165,0.49419842012284765,0.0027932806864661586,0.34065171397035804,-1.1149699119,0.9625435789,2.0775134908,0.34066316596887314,-0.0098513811,0.2532485043,0.23553246821578946,39.0,0.19295496818636365,0.2610985300033232,0.2610997620789263,0.020056668518045093,0.5921073639979909,-1.397259976,1.6733064052,3.0705663812,0.5924469600332946,0.0252356691,0.11440078299999999,0.3300445352037593,29.0,0.0852839580651515,0.1361127653484351,0.13611680655632127,0.0060035222774436105,0.13625451588852766,-0.8067696417,0.4232919107,1.2300615524,0.13638671262169494,-0.00057687,0.116493007,0.08597938837368421,33.0,0.07477080394924243,0.1139032650610157,0.1139052666409205,5.32,97.08296419666912,0.48564612848038086,9.828783701995269,0.6913574589612138,8.314223732893149,12.194988168408283,3.8807644355151343,9.853068770523684,9.759306786625297,0.648289982778822,0.46785131853825285,0.5164893728068363,0.025454480851767908,1.8546227235583843,1.8291682427066165,0.6968831526736609,0.2114227406243225,0.4278025807681102,17.49099561783256,10.050719921430552,20.173048818710544,6.318259360043806,4.730396284142867,7.892848050343667,-0.7996525729949405,-0.8249181882849203,0.7175016066990453,0.7443857074925456,0.39849982293464775,0.476413705623519,-0.019375285081746393,0.12133300065637252,0.07228847080434496
training,augmented,s3,s3_p1,e8,8,1,normal,template_session.txt,template_times.txt,137,5.48,-2.915612008531387,4.433332048831379,-10.7718696705,1.1932436498,11.965113320299999,5.306149869678377,-0.0247889948,9.2678219954,3.2704661043211676,18.0,0.3051208106919117,0.4965439048028408,0.49654630609487466,6.164001344786861,2.473457977704382,-0.0424276917,8.3917975607,8.434225252400001,6.64175480923556,7.3548784414,2.7296669047,6.164620727147446,2.0,0.35972016095367654,0.5096853519229786,0.5096864361717991,-4.788280989185401,1.8781099466441253,-8.4383646195,-0.7733966807,7.664967938799999,5.143435797507141,-5.6320647931,2.204211874,4.788280989185401,0.0,0.3038632011985294,0.4413900580885848,0.4414011516423054,0.01700916375620439,0.402831392288525,-1.2897071588,1.1911766339,2.4808837927000003,0.40319033007352356,-0.0017856553,0.1604736018,0.23862375561313873,50.0,0.14633991401911767,0.22215310719597983,0.2221531548133512,0.06903705124452554,0.5189795633013888,-0.9671812567,2.0475168715,3.0146981282,0.5235512406336552,0.005745508,0.1229533234,0.2603510906211679,31.0,0.07242809608308823,0.1137515350951819,0.11375189531908139,-0.009087382499270106,1.074406798479952,-3.0053627227,3.2628638874,6.2682266101,1.0744452285438417,-0.0212488322,0.1917823036,0.5706533541211679,24.0,0.12215418707352942,0.18734840404415942,0.1873494531121969,5.48,98.72306518856946,1.5911008929744646,9.850306625341874,1.301739058074015,5.459491922729023,13.142662229259146,7.683170306530124,9.935948127308711,9.841603884527045,0.6198080651071844,0.7166469147678806,1.0380356894289051,0.017401053454737865,3.9434947330259993,3.9260936795712613,1.261388478215361,0.18135524420497476,0.7784776246755579,16.30589374160875,13.12826151964035,20.934025442821667,5.636541201498172,5.394347777868341,7.801896222379503,0.7611808991601055,-0.8544893206958235,-0.9108203737959595,0.5552261350027564,0.6571500845318644,0.9095031604933613,-0.2566960357975732,0.009399391499772895,-0.10194279375700059
training,augmented,s3,s3_p1,e8,8,2,rapid,template_session.txt,template_times.txt,66,2.64,-6.119714440678789,4.528120514084436,-10.5190237152,1.6826979799,12.2017216951,7.6128037033359,-9.14847161835,8.192144390475,6.623463254045455,4.0,0.5335744482138463,0.7264643823472199,0.7264692001588281,4.878365924509091,2.744460433716931,0.3243838328,8.4893800533,8.164996220499999,5.597366985078713,6.05566327865,5.131072581074999,4.878365924509091,0.0,0.4865031093384616,0.6718488656620987,0.6718531927946415,-2.9666798273590915,1.3676680573533042,-5.8608663713,-0.4386172947,5.4222490766,3.26675758408302,-2.6968957263,1.6461280303249999,2.9666798273590915,0.0,0.3839324494969231,0.5334812642537355,0.533774846431819,0.07493614312575758,0.49910251542022194,-1.187028943,1.0673116295,2.2543405725000003,0.5046966875712153,0.0212395643,0.407170133475,0.3578010525742425,7.0,0.1350358526753846,0.19055973494022718,0.1905615413007138,-0.026112924939393937,0.29324434670603927,-0.773514357,0.6614186839,1.4349330409,0.2944047073739518,-0.01990944635,0.227613137775,0.20962852388787878,10.0,0.09114846926769232,0.132833610972588,0.13283736832085724,0.020866275309090947,1.7537135396760637,-3.6068217893,3.1467702254,6.753592014700001,1.7538376722742683,0.00010566189999999999,1.569845141525,1.267323325869697,4.0,0.21632947507076922,0.27953566039935357,0.27953679610819365,2.64,99.95700250433788,3.4173394588577226,9.866343386953337,1.6162520456475833,5.699105888409157,12.983442500909469,7.2843366125003115,9.997849894069118,9.757947047508644,1.0892266515814573,1.3730610886362375,1.2377571271177528,0.016923320971376065,3.763847438797712,3.746924117826336,1.8486047329966788,1.0352366780054214,2.4460001850310507,23.859066794447873,14.858745085975317,28.10760348788066,7.544801568882427,5.063462172864741,9.086400821548809,0.5235794143003316,-0.7851275719212765,-0.5683970215141151,0.7537751769919951,0.8972770523603597,0.6849736715646788,0.07117178301730764,0.1732188982112288,0.3404861385693189
training,augmented,s3,s3_p1,e8,8,3,amplitudine_mica,template_session.txt,template_times.txt,117,4.68,-6.356926084788033,2.1004537737757154,-10.495161608,-4.474400226,6.020761382,6.694954466105589,-5.0190889944,3.9439068875000007,6.356926084788033,0.0,0.24003400557499996,0.3613605434797244,0.36136516270328634,6.312488710136752,2.3902210296764057,0.259823291,8.4868744647,8.2270511737,6.749864464291954,7.7729752778,2.9528288737000006,6.312488710136752,0.0,0.32078004182068964,0.48735472927449913,0.4873582377518655,-2.496921336746154,0.6435216420640296,-3.1457939029,-0.9205570235,2.2252368793999997,2.5785143524330025,-2.8283710868,0.7991627419,2.496921336746154,0.0,0.13168518339568966,0.20325155264501987,0.20325286729252062,0.02476717774444445,0.23466980315157462,-0.3572970859,1.1704312508,1.5277283367,0.23597315441512348,-0.0037814541,0.112876061,0.12997454265384617,37.0,0.08478282810948276,0.1420841908709677,0.14209079009388154,0.02833526104615384,0.10803955271771343,-0.1771031994,0.4152954175,0.5923986169,0.11169347326499102,0.0161308024,0.0502302495,0.06967073370427349,18.0,0.02912696068189655,0.04493587764583759,0.04493615623571237,0.0009394890401709353,0.8331312501675752,-2.6400516443,1.9852313644,4.6252830087,0.8331317798796558,-0.0091986055,0.090567333,0.4332009862880342,23.0,0.0988750669508621,0.16272651139722497,0.16272948547622257,4.68,97.03182185524145,0.7622673242200642,9.832916267175706,0.5878601346858275,7.887294148112801,11.760974566856778,3.8736804187439766,9.850473179255982,9.777198770581826,0.3237852015036822,0.488928982196488,0.7233365569279424,0.01115869604784154,2.668988197103272,2.6578295010554305,0.8730792198993538,0.09113629541273922,0.56702474752935,11.875270464218863,10.717371501021402,15.99637773026302,3.7890457006693903,4.009282081564141,5.516449050912416,0.8979387324660641,-0.9263721692363844,-0.9214229736854851,0.331481820422406,0.6354546587401195,0.8308667544607046,-0.26843259922743984,0.06861078540560786,-0.08350554795221216
training,augmented,s3,s3_p3,e6,6,1,normal,template_session.txt,template_times.txt,131,5.24,3.0308831502290077,7.548649483041525,-9.80177282,9.00547872,18.80725154,8.134393750499491,8.78530506,15.25603044,7.842992112061069,2.0,0.32758919092307687,0.6214724187261969,0.621472529647305,-4.053483488396947,0.7721900121778501,-6.78594042,-2.74560818,4.04033224,4.126379261000364,-3.7661743,0.6652220399999997,4.053483488396947,0.0,0.19925596707692306,0.31053860173468806,0.3105514479035123,2.1698705833587786,2.790860792576293,-2.80421316,8.79675342,11.60096658,3.5351438884528217,0.44109898,3.8571712199999997,2.344064476183206,4.0,0.35752043384615384,0.5952362756716535,0.5953006524706415,0.008885405648854964,0.20188858361974596,-0.79691738,0.50316042,1.3000778,0.20208401873857282,-0.000637,0.14183589000000002,0.12888983190839695,44.0,0.09861451276923075,0.1534453143504453,0.15344861182737327,-0.0015430885496183512,1.5816363960526327,-3.46749578,3.5104825,6.97797828,1.5816371487925516,0.03172358,0.22777503,0.937065945648855,9.0,0.11763877784615386,0.19351642573884983,0.19351657571803516,0.06885491969465644,0.6001182291473023,-1.06959552,1.7897005,2.85929602,0.6040553690855265,-0.0111671,0.15105328,0.35144010412213744,16.0,0.05819407353846154,0.09491136923338764,0.09491314136079859,5.24,95.69260980584446,2.9072969099912154,9.70340790132058,1.2395502839472918,6.715625612144268,13.107208788956664,6.391583176812396,9.782259953908628,9.636113459478945,0.22387515114449563,1.0405284371550922,1.3507766216006243,0.022198913470284982,3.848632531042186,3.826433617571901,1.705079737135837,0.1771157604246872,1.9880988258732202,15.186825921631288,17.103173740838066,22.87265252617686,4.7102644115666585,4.643887153382566,6.614550530476205,0.5099438759874695,-0.8073773712682581,-0.6989749734158993,-0.06336853800799642,-0.01894881361275308,0.9347795852377864,-0.2889224260279766,-0.34040494512846753,0.03763593849615271
training,augmented,s3,s3_p3,e6,6,2,rapid,template_session.txt,template_times.txt,75,3.0,-2.3881419296,7.591085452372197,-12.24185914,9.42390834,21.66576748,7.957876615098429,-6.90581794,15.21035117,7.505320801066667,2.0,0.6426182605405405,0.9853894393234498,0.9854071172850132,-4.281716092266667,1.4904083035064246,-10.28881616,-2.23734882,8.05146734,4.533697123312963,-3.61095602,2.0713284899999995,4.281716092266667,0.0,0.5979602564864864,0.9404404814432263,0.9404515370387444,2.3789512152,3.8071668356819695,-4.67970286,9.41360462,14.09330748,4.489312664430739,2.31740208,5.88255094,3.8372535693333325,2.0,0.8552713740540541,1.2766531874249252,1.2766532184305246,0.04636035039999999,0.4390615864536648,-0.78085714,1.88893138,2.66978852,0.4415023882023966,0.02015664,0.47396817999999996,0.3228458688,19.0,0.25351914000000003,0.37824026076461875,0.37824139983876975,-0.08595600906666666,2.285727300693798,-4.40785576,3.96820718,8.37606294,2.2873429407571626,-0.0077322,2.40610482,1.6805609183999999,4.0,0.23933920216216215,0.3190954798734469,0.3190955398248034,0.17137167226666666,1.1441320815174836,-1.51741142,2.8905639,4.40797532,1.156895185404885,-0.0127645,1.1455484599999999,0.8255185101333333,5.0,0.13422138270270273,0.2012556030958619,0.20125809537250672,3.0,104.03613802608487,6.765268557433047,9.92877350285915,2.3357214634898007,4.841078799297063,17.459515515436443,12.618436716139382,10.199810685796324,9.817421317903145,1.6848702483189744,1.984288363645138,1.6816266670505509,0.03730846229262739,4.665733772922037,4.628425310629409,2.601012986786696,1.7223054465789935,3.517051192236993,34.89083982186434,30.99926002023598,46.67252752184304,10.375241158136147,8.409828123164589,13.355554580422796,0.5217200560307705,-0.7752426474535601,-0.7580448969080491,-0.08236014205909137,-0.11813036360071436,0.9448396323360444,-0.2998721218881488,-0.16199297540606966,-0.01717759391292126
training,augmented,s3,s3_p3,e6,6,3,amplitudine_mica,template_session.txt,template_times.txt,115,4.6,-1.8174952855652176,4.484828606462524,-10.02095668,1.7099922,11.73094888,4.839109085606191,1.3853427,8.65260081,3.560972108521739,2.0,0.2585530819298245,0.4779355649567015,0.4779358475706725,-4.304226614434783,0.6426731398595814,-5.7129884,-2.20718246,3.5058059400000006,4.351941579698156,-4.5654525,0.48754901999999944,4.304226614434783,0.0,0.2369596673684211,0.36637560298600536,0.36637596252892607,6.862967218434783,1.9676566501773303,1.51728892,8.46546246,6.948173539999999,7.139467188404015,8.00126782,2.262223670000001,6.862967218434783,0.0,0.30353818526315796,0.4974368692045789,0.49744081531649365,0.011384157217391304,0.2030844739090167,-0.809186,0.65288286,1.46206886,0.2034033003135701,0.01008714,0.11616577,0.12422043686956522,32.0,0.10063921736842106,0.1560390737926466,0.15603907458826352,0.020339772173913046,1.0649022726447102,-2.98386578,2.45198254,5.43584832,1.065096501081454,0.01476468,0.1090201,0.5810484253913044,16.0,0.10861811087719297,0.18939038788535084,0.1893920724577687,-0.005493411304347823,0.38273823354483666,-1.06733172,1.1579386,2.22527032,0.3827776547615869,-0.01701378,0.054717810000000006,0.2111018255652174,13.0,0.05687666403508772,0.0921274149395478,0.09213327706580832,4.6,93.3283639897996,1.3223221921791881,9.59798961433299,1.0986170183260682,6.2278204033245546,12.530818656225556,6.302998252901001,9.660660639407618,9.574203477534512,0.2768671725679983,0.6584889685785731,0.9427165376928078,0.005776975399843762,3.141643739757613,3.1358667643577696,1.1499226896531731,0.1195809304056462,0.9318777504405655,13.206004375095414,14.384533850779833,19.527246750611567,4.451534455531985,4.808861367116561,6.552961670644398,-0.5044716014010048,0.8294509946212703,-0.8010073327317746,-0.4908833157273172,-0.4970141480430379,0.9585215459401634,-0.08044705196462157,-0.01114681958412478,-0.03853992562346378
training,augmented,s3,s3_p3,e7,7,1,normal,template_session.txt,template_times.txt,151,6.04,-1.2511568035761589,4.989981034803409,-10.83867554,2.87069244,13.70936798,5.1444440005536665,2.2776768,9.86688794,4.144952555364238,2.0,0.23265017720000003,0.40259888460685006,0.40260458782030073,-2.989667347549669,0.7006234267038157,-6.1600987,-1.2317718,4.9283269,3.0706650802474162,-3.22858844,0.85916404,2.989667347549669,0.0,0.24831320359999998,0.46459788537672464,0.46462241184996933,-7.499579788344369,2.017051556836583,-9.7120744,-1.66637926,8.045695140000001,7.766092581516157,-8.60945484,1.9687567899999987,7.499579788344369,0.0,0.43910095599999993,0.768716143329077,0.7687664392506611,-0.01736114781456953,0.4295630372506408,-1.71868676,1.3466131,3.0652998599999997,0.42991372672367045,0.01386112,0.20491163,0.2540616251655629,37.0,0.1746909714666667,0.293298730188305,0.29330664913026233,0.0029534409271522936,0.981971232951211,-2.67764518,2.5672521,5.24489728,0.9819756744222495,0.0100205,0.057446620000000004,0.5310738703311259,26.0,0.08960697293333332,0.1554411220583697,0.15544120618418406,0.06521798754966886,0.20842199948630877,-0.26455786,0.87069668,1.13525454,0.21838753574757797,0.00754502,0.09240615999999999,0.1145010712582781,32.0,0.054795465200000004,0.09311853958481915,0.09311908287048228,6.04,96.20648209456375,1.1967951533523662,9.694629640129586,1.4901806049216515,5.019984023752675,14.441056829330789,9.421072805578113,9.808490306594779,9.641459673124999,0.3380792096948344,0.6517886459891148,0.8786163635580905,0.016053803229266268,2.8784537761875586,2.8623999729582925,1.0939813313545923,0.1341539639203926,1.0703373370952405,15.685154319704052,18.962591004934694,24.609021184381973,5.732191062057592,6.436667402641479,8.61908937325518,-0.5755354216920734,-0.6027397179853416,0.49944974037742307,0.29705015323353856,-0.10317102490789055,-0.459394516438078,0.3361697727483726,0.45256052985330186,0.20411596759265035
training,augmented,s3,s3_p3,e7,7,2,rapid,template_session.txt,template_times.txt,68,2.72,-5.932868074411765,4.0555629912610485,-10.04332714,1.04812764,11.091454780000001,7.186550964437713,-8.33080115,7.673718255,6.121501385588235,2.0,0.43647163940298517,0.545735569955185,0.5457361155455839,-1.1993490764705879,0.5563389208339471,-2.33810752,0.41117076,2.74927828,1.3221010559202855,-1.25925737,0.7128946299999999,1.2210924517647057,4.0,0.3358486767164179,0.5022801127341862,0.50228846876099,-6.21786627,2.2477720629257116,-9.4757376,-1.23543014,8.24030746,6.61168210053032,-6.973448230000001,2.963335025,6.21786627,0.0,0.5181504122388059,0.6572382368296057,0.6572978789617882,0.00920467882352941,0.32006920806868305,-0.9758791,0.68976614,1.66564524,0.32020153663897094,-0.020576570000000002,0.27960772,0.23166782058823532,14.0,0.16087078835820895,0.2293951260702225,0.2293958776824705,0.035226344999999985,1.380420677866183,-2.38108934,2.24885794,4.62994728,1.3808700674801344,0.04062345,2.297339275,1.1022405738235295,2.0,0.1661998089552239,0.22722094682064506,0.227225568600944,-0.014284191764705877,0.35148787024356093,-1.67682312,0.59075282,2.26757594,0.3517779996854909,-0.03631145,0.301360045,0.24319806823529416,5.0,0.13063152805970146,0.3055615460915715,0.30556329831169327,2.72,97.10880616499918,2.1330789283912748,9.70313748194613,1.7198631257897634,6.405698163895605,12.746857338608667,6.341159174713062,9.854380049754484,9.709090457038267,2.8499384754942216,1.1799648133877152,0.860675297402086,0.05384661235501079,2.736354102904378,2.682507490549367,1.4605063945054382,1.214433177260775,1.8068812587282959,21.620373567098476,12.100031773183582,24.776023129084756,8.055831930472912,7.6562299816722375,11.113698107483566,-0.23495266174415055,-0.5148643413648676,-0.43462650622380655,0.5117298977749162,0.40512009384776676,0.8350753303659044,0.16829481852300437,0.17437197230557214,0.017199871378750703
training,augmented,s3,s3_p3,e7,7,3,amplitudine_mica,template_session.txt,template_times.txt,133,5.32,-7.022412283157894,1.6226306052188324,-10.44071714,-5.18278978,5.25792736,7.207440901987314,-6.19579618,3.19109364,7.022412283157894,0.0,0.3553780459090909,0.47514430954597925,0.4751819163194932,-1.3511528284210526,0.5785299734811274,-2.45270284,0.58096262,3.03366546,1.4697996108198847,-1.51930772,0.81039238,1.3722782389473682,4.0,0.2861845,0.38061305157396697,0.3806134292796124,-5.931865365263158,1.9627988623158636,-7.8992508,-1.17060902,6.72864178,6.248168218407461,-7.03127166,2.4983933799999996,5.931865365263158,0.0,0.35671420909090906,0.4779242801586111,0.47792741520678683,0.0027266105263157917,0.333064418079536,-1.07773736,0.9377571,2.01549446,0.3330755785037717,-0.00963634,0.24878378,0.2302946947368421,39.0,0.1884580165151515,0.25483023704965807,0.2548314069462547,0.01983918631578946,0.5791962678337408,-1.36992436,1.65576194,3.0256863000000003,0.5795359436533744,0.0243726,0.11284406,0.32299008736842105,29.0,0.08415631954545454,0.1337528320033055,0.13375677810290684,0.006029903157894738,0.13389088573567143,-0.79020046,0.41153728,1.20173774,0.13402659816311166,-0.00056056,0.11510982,0.08445306947368422,33.0,0.07338960893939395,0.11211908727110469,0.11212100634901785,5.32,93.14712133712305,0.4647643799970055,9.628620869545298,0.6608944603185861,8.154757192810408,12.057809863446343,3.903052670635935,9.6512756326365,9.591911282953816,0.58980057242138,0.4577987151649636,0.505158110288565,0.025264833165409978,1.8201545036419968,1.7948896704765869,0.6817362979899233,0.20524629201718894,0.4267370412736543,16.817539302865278,9.570516091942979,19.350049262716567,6.182015879045642,4.626913738751679,7.7217647642635105,-0.8020105719908237,-0.8304541153566378,0.717127914356948,0.7433781846505036,0.39965872107684947,0.47613138690384715,-0.018517611527232077,0.12713685564201666,0.06575731657392417
